Tutorial Group,Project Group,Student ID,School,Name,Gender,CGPA
17,C,2887,CoE,Rohan Kumar,Male,4.3
17,C,411,SoH,Aleksei Koval,Female,3.9
17,C,3097,EEE,Kenta Takahashi,Male,4.17
17,C,3243,SSS,Tina Lim,Female,4.01
17,C,5325,CoE,Mohammed Ali,Male,4.11
17,D,3818,SoH,Harrison Mendoza,Male,3.9
17,D,5607,CCEB,Ritika Ali,Female,4.18
17,D,638,LKCMedicine,Rui Jin Tan,Male,4.05
17,D,2914,CoB (NBS),Anya Mohd,Female,4.12
17,D,3303,SPMS,Xiao Yu,Male,4.1
17,E,5609,SPMS,Minh Dao,Male,4.27
17,E,2037,CoB (NBS),Peiyu,Female,3.9
17,E,520,SPMS,Jia Ming,Male,4.17
17,E,5557,CCDS,Sana Johar,Female,4.02
17,E,322,SSS,Vinay Nair,Male,4.1
17,F,5815,CCDS,Toshiro Takashima,Male,3.9
17,F,4910,EEE,Gwen Lee,Female,4.18
17,F,2101,ASE,James Tan,Male,4.06
17,F,1812,CoB (NBS),Zain Ali,Female,4.11
17,F,5495,CCDS,Meher Awan,Female,4.09
17,G,3316,SSS,Uriah Ramos,Male,4.22
17,G,4505,MAE,Sadia Bukhari,Female,3.91
17,G,3521,MAE,Kenny Lim,Male,4.16
17,G,4801,SSS,Sofia Lee,Female,4.02
17,G,1652,CCEB,Angela Zhang,Female,4.08
17,H,2321,MAE,Anil Mehta,Male,4.01
17,H,4231,ASE,Geeta Kaur,Female,4.18
17,H,166,MAE,Nash Reddy,Male,4.08
17,H,5204,SBS,Diyana Binti Kamar,Female,4.1
17,H,3434,CCEB,Siti Amani,Female,4.06
17,I,4886,MAE,Edison Raka,Male,4.2
17,I,2810,EEE,Janet Wong,Female,3.96
17,I,1781,CEE,Wawan Kurniawan,Male,4.15
17,I,1851,SSS,Nicolette Cruz,Female,4.04
17,I,1872,SSS,Maya Binti Azman,Female,4.05
17,J,993,CEE,Reza Khan,Male,4.02
17,J,5875,CCDS,Maya Johnson,Female,4.14
17,J,949,LKCMedicine,Evan Thomas,Male,4.09
17,J,4930,SBS,Zara Mitchell,Female,4.09
17,J,5523,EEE,Violet Zhou,Female,4.04
18,A,205,SPMS,Pandu Setiawan,Male,4.2
18,A,2736,CoB (NBS),Rita Sharma,Female,3.89
18,A,3847,MAE,Dylan Parker,Male,4.14
18,A,5185,MAE,Fang Mei,Female,3.97
18,A,5566,CoB (NBS),Paxton Ross,Male,4.12
18,B,4264,CoE,Hao Liang Lim,Male,3.85
18,B,4537,ADM,Fang Ling,Female,4.22
18,B,1507,EEE,Adrian Lim,Male,4.01
18,B,589,SSS,Sophia Thomas,Female,4.17
18,B,1277,SSS,Zara Lim,Female,4.15
18,C,262,CCDS,Bilal Ahmed,Male,4.19
18,C,37,MSE,Citra Amara,Female,3.9
18,C,5356,SPMS,Arjun Rao,Male,4.14
18,C,5268,SSS,Amina Tariq,Female,4.0
18,C,877,MAE,Xiu Zhang,Female,4.15
18,D,4383,WKW SCI,Derek White,Male,3.87
18,D,5826,CCEB,Sana Reddy,Female,4.2
18,D,1269,SoH,Luca Wong,Male,4.01
18,D,1983,MSE,Layla Harris,Female,4.17
18,D,5919,CCDS,Shan Binti,Female,4.14
18,E,4155,CoB (NBS),Mohan Rao,Male,4.15
18,E,4549,CCDS,Isabella Lee,Female,3.9
18,E,2066,EEE,Jackson Clark,Male,4.13
18,E,4647,SBS,Ayushi Gupta,Female,4.01
18,E,1227,CoB (NBS),Samantha Tan,Female,4.14
18,F,3688,SoH,Lucas Wright,Male,3.9
18,F,851,CoB (NBS),Min Li,Female,4.18
18,F,3056,EEE,Brayden Hall,Male,4.04
18,F,4921,SBS,Athena Zhao,Female,4.17
18,F,5751,SSS,Kinsley Tsai,Female,4.12
18,G,3288,CCEB,Jonathan Sun,Male,4.15
18,G,1301,MAE,Mira Binti Yusof,Female,3.9
18,G,4422,MAE,Uday Singh,Male,4.12
18,G,4259,ASE,Liu Wei,Female,4.02
18,G,5297,CoB (NBS),Shahida Khan,Female,4.1
18,H,3255,CCEB,Tyler Garcia,Male,3.92
18,H,907,EEE,Maya Rani,Female,4.18
18,H,1775,CoE,Kelly Tsang,Male,4.04
18,H,5505,MSE,Tessa Lee,Female,4.16
18,H,4143,SSS,Lila Tan,Female,4.1
18,I,1132,WKW SCI,Jawad Khan,Male,4.14
18,I,4751,CEE,Shuang,Female,3.9
18,I,2214,CoB (NBS),Chloe Chen,Female,4.1
18,I,4003,CoB (NBS),Megan Lim,Female,4.07
18,I,4244,ASE,Shreya Das,Female,4.05
18,J,2266,SPMS,Harlan Perdana,Male,4.0
18,J,2076,MAE,Ella Villanueva,Female,4.18
18,J,3260,CCEB,Yuying Wang,Female,4.09
18,J,3253,SBS,Yasmin Lee,Female,4.05
18,J,79,CoB (NBS),Suhana Rao,Female,4.02
19,A,3993,CCDS,Lucas Green,Male,4.18
19,A,4511,SSS,Mi-Sook Kim,Female,3.85
19,A,5769,SSS,Tristan Castillo,Male,4.14
19,A,4786,MAE,Priti Mehta,Female,4.02
19,A,1632,SBS,Matthew Lee,Male,4.08
19,B,1874,MAE,An Nguyen,Male,3.88
19,B,4156,EEE,Olivia Fernandez,Female,4.25
19,B,3510,LKCMedicine,Gavin Zhao,Male,4.01
19,B,3375,CoB (NBS),Emily White,Female,4.18
19,B,2386,SPMS,Arvind Reddy,Male,4.08
19,C,5773,ASE,Imran Waseem,Male,4.17
19,C,4684,EEE,Alyssa Ramirez,Female,4.0
19,C,4229,EEE,Samuel Lee,Male,4.14
19,C,5227,LKCMedicine,Qi Zhang,Female,4.02
19,C,1761,CoB (NBS),Ava Wilson,Female,4.1
19,D,1686,MAE,Kendrick Scott,Male,3.89
19,D,3889,SSS,Sasha Tan,Female,4.2
19,D,320,CoB (NBS),Nikhil Reddy,Male,4.01
19,D,465,CoE,Ananya Kaul,Female,4.18
19,D,3430,EEE,Mason Wilson,Male,4.07
19,E,880,NIE,Lance Alvarado,Male,4.16
19,E,3574,SSS,Violeta Ong,Female,4.0
19,E,1520,MSE,Rohan Gupta,Male,4.11
19,E,5635,EEE,Sneha Joshi,Female,4.03
19,E,1829,CoE,Zachary Li,Male,4.05
19,F,506,CCDS,Matthew Clark,Male,3.9
19,F,4504,SBS,Nina Desai,Female,4.19
19,F,4341,CoE,Amite Agarwal,Male,4.03
19,F,3632,CCDS,Nina Hu,Female,4.14
19,F,3177,CoB (NBS),Zhou Rui,Male,4.03
19,G,966,CoB (NBS),Christopher Morris,Male,4.15
19,G,2812,CCEB,Arunachalam Devi,Female,4.01
19,G,5163,SPMS,Gabriel Scott,Male,4.1
19,G,2490,CoE,Chunxiu,Female,4.05
19,G,3120,CoB (NBS),Ella Mitchell,Female,4.12
19,H,5255,SBS,Chen Yu,Male,3.94
19,H,4669,SSS,Nguyen Thi Lan,Female,4.19
19,H,1229,NIE,Chen Bo,Male,4.03
19,H,1200,MAE,Vanya Nair,Female,4.12
19,H,5946,SoH,Ping Zhang,Female,4.11
19,I,5668,CEE,Aarav Reddy,Male,4.15
19,I,671,ADM,Miyuki Watanabe,Female,4.01
19,I,510,EEE,Owais Khan,Male,4.09
19,I,4380,CCDS,Qianwen,Female,4.05
19,I,3314,CoB (NBS),Jessica Martinez,Female,4.11
19,J,1895,CEE,Rohan Shah,Male,4.0
19,J,49,CCDS,Whitney Alvarado,Female,4.18
19,J,5064,CoB (NBS),Jaxon White,Male,4.03
19,J,1169,CoB (NBS),Sushmita Roy,Female,4.12
19,J,2504,EEE,Shanaya Tan,Female,4.06
2,A,1877,CCDS,Zhengrong,Male,4.2
2,A,1965,SBS,Stella Bryant,Female,3.88
2,A,3533,CEE,Izzat Bin Ibrahim,Male,4.15
2,A,5802,CEE,Addison Chen,Female,4.03
2,A,3636,CCEB,Nadia Iqbal,Female,4.16
2,B,3523,WKW SCI,Haroon Ali,Male,3.95
2,B,3611,CCDS,Sofia Chandra,Female,4.22
2,B,5103,CCDS,Ki-Hoon Kim,Male,4.03
2,B,5996,MAE,Fatima Yusof,Female,4.19
2,B,1455,ADM,Sophia Koh,Female,4.15
2,C,4392,EEE,Nathaniel Adams,Male,4.2
2,C,5750,WKW SCI,Chunhua,Female,3.9
2,C,2473,SPMS,Jasper Lim,Male,4.12
2,C,4123,NIE,Nguyen Thi Phuong,Female,4.03
2,C,5080,CoB (NBS),Mira Lin,Female,4.15
2,D,3026,NIE,David Ho,Male,4.0
2,D,3615,MSE,Shalini Pillai,Female,4.22
2,D,248,SSS,Winston Villanueva,Male,4.03
2,D,5226,CCEB,Patricia Wong,Female,4.18
2,D,2712,SBS,Mei Zhao,Female,4.12
2,E,3527,WKW SCI,Eli Walker,Male,4.19
2,E,1765,CCDS,Aadhya Sharma,Female,4.01
2,E,4006,CEE,Ali Abubakar,Male,4.12
2,E,3568,ASE,Tanya Sharma,Female,4.03
2,E,5994,MSE,Zain Qureshi,Female,4.11
2,F,5073,SoH,Quinn Lee,Male,4.01
2,F,1726,CCEB,Lara Li,Female,4.2
2,F,1130,CCDS,Yuri Chekhov,Male,4.03
2,F,1428,MAE,Selena Tan,Female,4.17
2,F,460,CCDS,Brianna Johnson,Female,4.1
2,G,586,EEE,Isaiah Turner,Male,4.18
2,G,321,SoH,Anya Chua,Female,4.01
2,G,2611,CoB (NBS),Yang Zhang,Male,4.07
2,G,4624,EEE,Tina Tan,Female,4.03
2,G,4851,SSS,Fatima Rani,Female,4.09
2,H,764,CEE,Ahmad Ramlie,Male,4.02
2,H,5371,SBS,Lina Binti Ali,Female,4.19
2,H,3501,SoH,Derek Adams,Male,4.05
2,H,229,CoB (NBS),Lana Turner,Female,4.17
2,H,3212,CoB (NBS),Priya Gupta,Female,4.07
2,I,2788,MSE,Carter Moore,Male,4.17
2,I,2547,CCDS,Lila Zhao,Female,4.01
2,I,4558,MAE,Shirley Tan,Female,4.06
2,I,2052,EEE,Layla Collins,Female,4.05
2,I,3882,CCEB,Yoshiko Mori,Female,4.03
2,J,4453,SSS,Jesse Bennett,Male,4.03
2,J,3926,EEE,Gisela Tan,Female,4.19
2,J,1814,CCEB,Mingjing,Female,4.05
2,J,4738,SSS,Hanafi Bin Mohd,Female,4.05
2,J,4759,CCEB,Xiu Li,Female,4.03
20,A,604,LKCMedicine,Matthew Wu,Male,4.3
20,A,5123,EEE,Tanvi Kapoor,Female,3.86
20,A,5653,SPMS,Gaurav Dutta,Male,4.18
20,A,3456,EEE,Harper Wright,Female,4.03
20,A,886,WKW SCI,Raghav Sharma,Male,4.05
20,B,1140,CoB (NBS),Truong Minh Quang,Male,3.85
20,B,4898,CoB (NBS),Priyanka Singh,Female,4.52
20,B,1519,CCEB,Nguyen Huu Phuc,Male,4.02
20,B,5216,CEE,Jasmine Hall,Female,4.12
20,B,3248,MSE,Oliver Gray,Male,4.03
20,C,4302,EEE,Huang Feng,Male,4.21
20,C,5381,EEE,Yoshiko Taniguchi,Female,3.88
20,C,1436,SPMS,Yasir Shah,Male,4.0
20,C,3943,CoB (NBS),Mia Chang,Female,4.18
20,C,1499,CCDS,Ishaan Mehta,Male,4.03
20,D,104,CCDS,Simon Li,Male,3.88
20,D,2579,SPMS,Alice Liu,Female,4.22
20,D,4912,SBS,Patrick Villanueva,Male,4.12
20,D,5182,CoB (NBS),Emily Hill,Female,4.04
20,D,3428,MAE,Abigail White,Female,4.11
20,E,4586,CCDS,Yulianto Budi,Male,4.2
20,E,4270,CoB (NBS),Ivy Chan,Female,3.96
20,E,4883,SPMS,Zeeshan Khan,Male,4.0
20,E,1433,EEE,Huanyu,Female,4.15
20,E,826,CoB (NBS),Riya Chen,Female,4.1
20,F,847,EEE,Huang Xin,Male,3.95
20,F,5720,CoE,Emily Baker,Female,4.2
20,F,255,CEE,Jin Ping,Male,4.12
20,F,3166,SBS,Jingwen,Female,4.05
20,F,3289,CoB (NBS),Natasha Wong,Female,4.1
20,G,853,EEE,Hiroshi Kobayashi,Male,4.2
20,G,879,SBS,Gina Agustina,Female,4.0
20,G,130,CoB (NBS),Ayush Desai,Male,4.01
20,G,2019,MSE,Yuki Tanaka,Female,4.14
20,G,3383,MAE,Mi-Ya Kim,Female,4.1
20,H,2673,CoE,Jack Ng,Male,3.95
20,H,258,MAE,Yuna Tanaka,Female,4.18
20,H,5593,CoB (NBS),Jaden Walker,Male,4.12
20,H,836,ADM,Greta Lin,Female,4.07
20,H,4005,CoB (NBS),Mia Wang,Female,4.1
20,I,3895,SPMS,Milo Li,Male,4.19
20,I,1630,EEE,Miyuki Kobayashi,Female,4.0
20,I,5201,CoB (NBS),Cameron Hall,Male,4.02
20,I,62,EEE,Luna Lin,Female,4.14
20,I,3991,SoH,Bella Torres,Female,4.1
20,J,2092,CEE,Sanjay Tan,Male,3.96
20,J,5126,CoB (NBS),Quinn Rivera,Female,4.18
20,J,976,MAE,Kartik Nair,Male,4.07
20,J,2658,EEE,Xiang Hong,Female,4.07
20,J,300,SSS,Kazuko Watanabe,Female,4.08
21,A,3112,CEE,Raymond Lim,Male,4.25
21,A,121,CoB (NBS),Aria Rogers,Female,3.86
21,A,2150,ASE,Gage Cooper,Male,4.17
21,A,3223,SSS,Zara Tan,Female,3.94
21,A,2743,CCEB,Dante Li,Male,4.06
21,B,304,CCDS,Samuel Tan,Male,3.88
21,B,5048,SBS,Kai Li Tan,Female,4.25
21,B,2360,CoB (NBS),Joseph Lee,Male,4.01
21,B,2549,EEE,Chloe Collins,Female,4.16
21,B,4385,ADM,Helena Lam,Female,4.12
21,C,3258,MAE,Dylan Walker,Male,4.22
21,C,2977,MAE,Pooja Joshi,Female,3.88
21,C,3389,CCDS,Boris Sergeyevich,Male,4.17
21,C,2120,MSE,Pooja Aggarwal,Female,4.0
21,C,4067,CoB (NBS),Moxie Lin,Female,4.11
21,D,2784,CCEB,Kevin Lee,Male,3.9
21,D,1316,CoB (NBS),Siti Aisyah Binti Ibrahim,Female,4.2
21,D,4247,SPMS,Bodhi Li,Male,4.02
21,D,2512,SPMS,Zoe Turner,Female,4.15
21,D,3455,MAE,Yvonne Tan,Female,4.03
21,E,2215,ASE,Liam Mitchell,Male,4.18
21,E,5300,CoB (NBS),Zhaohui,Female,3.9
21,E,5775,CoE,Rio Yang,Male,4.12
21,E,5686,CCEB,Sita Sharma,Female,4.0
21,E,1203,SPMS,Hanh Nguyen,Female,4.1
21,F,1663,CoB (NBS),Hassan Nawaz,Male,3.95
21,F,4575,SBS,Ivy Wong,Female,4.2
21,F,4543,SBS,Sameer Khan,Male,4.03
21,F,1486,SSS,Zahra Nabila,Female,4.15
21,F,2365,CCDS,Neha Patel,Female,4.09
21,G,817,CEE,Calvin Bell,Male,4.18
21,G,3776,CoB (NBS),Sharon Tan,Female,3.91
21,G,5512,CEE,Noel Pineda,Male,4.1
21,G,4462,SSS,Katherine Lee,Female,4.02
21,G,3852,CCDS,Neelam Agarwal,Female,4.09
21,H,5555,CoB (NBS),Jin Hua,Male,3.97
21,H,681,CCDS,Ananya Jain,Female,4.19
21,H,4255,CCDS,Leo Turner,Male,4.04
21,H,2077,CCEB,Kali Chang,Female,4.14
21,H,3823,ADM,Sonya Khanna,Female,4.06
21,I,1418,CCDS,Aarav Mehta,Male,4.18
21,I,3165,MSE,Ursula Ng,Female,3.93
21,I,436,CoE,Jaxon Bennett,Male,4.1
21,I,3522,CCEB,Rania Hussain,Female,4.03
21,I,1013,SBS,Pooja Sinha,Female,4.06
21,J,596,CCDS,Beckett Liu,Male,4.01
21,J,1882,CCDS,Demi Zhao,Female,4.18
21,J,1878,ASE,Zhao Wei Lim,Male,4.05
21,J,3994,SBS,Rebecca Ong,Female,4.13
21,J,1720,MAE,Mei Ling Ong,Female,4.05
22,A,3667,CoB (NBS),Andrew Yang,Male,4.22
22,A,1672,CCEB,Hani Binti Ahmad,Female,3.85
22,A,3541,SSS,Raghav Singh,Male,4.15
22,A,4278,CoB (NBS),Alia Binti Mohd,Female,4.0
22,A,3238,EEE,Omer Shah,Male,4.08
22,B,1933,CCDS,Upton Reyes,Male,3.88
22,B,763,CEE,Brielle Scarlett,Female,4.27
22,B,2428,NIE,Andrew Cheung,Male,4.03
22,B,3024,CEE,Thuy Le,Female,4.18
22,B,747,EEE,Zain Bin Mohd,Male,4.05
22,C,4366,CEE,Jonathan Ramirez,Male,4.19
22,C,983,CCEB,Min-Seo Park,Female,3.86
22,C,815,NIE,Alia Bin Zul,Male,4.15
22,C,654,ADM,Natasha Ng,Female,4.0
22,C,1987,CoB (NBS),Eugene Lim,Male,4.05
22,D,5194,EEE,Carter White,Male,4.0
22,D,4571,SBS,Zoe Wang,Female,4.22
22,D,5793,CoB (NBS),Asher Young,Male,4.13
22,D,3819,CEE,Jameelah Binti Ali,Female,4.05
22,D,2356,SSS,Ariana Cox,Female,4.14
22,E,2126,EEE,Aaron White,Male,4.19
22,E,680,CoB (NBS),Emily Nguyen,Female,3.94
22,E,452,EEE,Zhang Lian,Male,4.04
22,E,3100,CoE,Ningzhi,Female,4.15
22,E,4847,CCEB,Mei Ling,Female,4.13
22,F,878,CCDS,Kenshin Nakamura,Male,4.02
22,F,386,CCDS,Joni Chang,Female,4.21
22,F,4836,EEE,Cristian Martinez,Male,4.03
22,F,4795,EEE,Lucy Cooper,Female,4.17
22,F,2160,MAE,Weimin,Female,4.1
22,G,368,CCDS,Kenneth Tan,Male,4.18
22,G,2293,EEE,Nurul Izzati,Female,3.94
22,G,5358,WKW SCI,Samuel Davis,Male,4.14
22,G,2056,EEE,Putri Ayu,Female,4.0
22,G,5233,SPMS,Neelam Sharma,Female,4.09
22,H,5375,CoE,Liam Young,Male,4.02
22,H,5160,CoB (NBS),Soniya Bhatia,Female,4.2
22,H,3203,CCDS,Rohan Chaudhary,Male,4.03
22,H,2327,CCDS,Harini Rao,Female,4.17
22,H,4436,CoB (NBS),Aarohi Kapoor,Female,4.08
22,I,292,EEE,Zhi Zhen,Male,4.15
22,I,989,CCDS,Paloma Chang,Female,3.96
22,I,5598,CoB (NBS),Hugo Lee,Male,4.14
22,I,2281,EEE,Shi Lian,Female,4.0
22,I,2462,SSS,Viola Lim,Female,4.05
22,J,1685,EEE,Yao Liu,Male,4.02
22,J,5535,SBS,Rina Devi,Female,4.19
22,J,4484,SoH,Aamir Khan,Male,4.04
22,J,1163,CCDS,Cassandra Tan,Female,4.17
22,J,2352,EEE,Serena Chang,Female,4.05
23,A,4019,CCDS,Joshua Li,Male,4.48
23,A,445,SBS,Amina Binti Ali,Female,3.8
23,A,1942,ADM,Jaxon Jenkins,Male,4.17
23,A,840,CoB (NBS),Ningqi,Female,3.9
23,A,769,CCDS,Nai Li,Male,3.93
23,B,340,MAE,Liam Carter,Male,3.86
23,B,5192,SSS,Yanzhi,Female,4.73
23,B,3379,CCEB,Benjamin Lee,Male,4.02
23,B,3061,ADM,Victoria Sanchez,Female,4.15
23,B,512,CoE,Lucas Wang,Male,4.12
23,C,2363,MAE,Zheng Yu Lim,Male,4.3
23,C,3091,CoB (NBS),Tanya Bhatia,Female,3.86
23,C,2145,CoE,Zac Johnson,Male,4.15
23,C,4895,CCDS,Kira Cruz,Female,3.92
23,C,3851,SBS,Jin Wei,Male,4.11
23,D,5639,CoB (NBS),Eric Lim,Male,3.89
23,D,5808,EEE,Elaine Tan,Female,4.22
23,D,685,EEE,Gregory Wong,Male,4.02
23,D,1943,CCDS,Jia Chen,Female,4.12
23,D,4095,SoH,Carlito Morales,Male,4.11
23,E,4800,CCDS,Manoj Menon,Male,4.18
23,E,4457,SSS,Ying Li,Female,3.86
23,E,2903,CCEB,Nash Zhao,Male,4.15
23,E,4513,SBS,Brielle Lin,Female,4.01
23,E,844,SPMS,Mason Miller,Male,4.1
23,F,3704,CCDS,Sabrina Binti Ismail,Female,4.2
23,F,3681,MAE,Owen Garcia,Male,4.09
23,F,4667,CCDS,Yu Zhang,Female,4.06
23,F,1625,CoB (NBS),Jamilah Binti Rahman,Female,4.05
23,F,4471,SBS,Xiao Ling,Male,4.12
23,G,434,EEE,Jasper Chen,Male,4.18
23,G,1012,SSS,Luna Phillips,Female,3.89
23,G,4923,CEE,Wyatt Reed,Male,4.02
23,G,5677,CCDS,Yuzhi,Female,4.1
23,G,3333,MAE,Yasmin Reddy,Female,4.04
23,H,5417,WKW SCI,Nishant Kapoor,Male,4.0
23,H,4617,SPMS,Evelyn Adams,Female,4.18
23,H,2416,EEE,Lihua,Male,4.15
23,H,470,CoB (NBS),Cleo Carter,Female,4.01
23,H,20,SPMS,Siti Wong,Female,4.03
23,I,2973,CEE,Ahsan Shah,Male,4.18
23,I,4354,SSS,Neha Reddy,Female,3.9
23,I,1241,SoH,Hiroki Tanaka,Male,4.09
23,I,5236,CoB (NBS),Rida Javed,Female,4.09
23,I,4036,CCDS,Anya Chen,Female,4.03
23,J,4834,WKW SCI,Vincent Lopez,Male,4.01
23,J,2664,MAE,Rhea Mehta,Female,4.16
23,J,1791,CCDS,Yuan Rui,Male,4.14
23,J,924,CoB (NBS),Ella Liu,Female,4.01
23,J,5068,EEE,Oksana Sergeyevna,Female,4.01
24,A,4289,SBS,Ethan Jones,Male,4.22
24,A,2937,MSE,Claire Jenkins,Female,3.86
24,A,5699,CoB (NBS),Tian Yu,Male,4.15
24,A,77,EEE,Shila Binti Ali,Female,4.0
24,A,4515,CEE,Dustin Yang,Male,4.1
24,B,2610,SoH,Ankit Joshi,Male,3.86
24,B,919,SoH,Piper Rivera,Female,4.26
24,B,1264,SBS,Wen Jin Tan,Male,4.0
24,B,3941,SPMS,Willow Chang,Female,4.1
24,B,4373,CEE,Zhang Lian,Male,4.06
24,C,384,EEE,Dustin Chen,Male,4.2
24,C,3811,SoH,Isha Rani,Female,3.87
24,C,2269,CCEB,Kuan Tan,Male,4.15
24,C,1701,CCDS,Jasmine Reed,Female,4.02
24,C,2449,CCEB,Wei Lin Tan,Male,4.05
24,D,1174,SPMS,Daniel Johnson,Male,3.86
24,D,2841,SoH,Tahira Ali,Female,4.22
24,D,4381,MAE,Nathan Wu,Male,4.01
24,D,4937,SSS,Qiming,Female,4.1
24,D,210,SoH,Eko Supriyanto,Male,4.05
24,E,3656,EEE,Owen Yip,Male,4.18
24,E,1272,SSS,Maya Scott,Female,3.88
24,E,5642,CCDS,David Tan,Male,4.14
24,E,2980,EEE,Tiffany Chua,Female,4.02
24,E,2758,CoB (NBS),Aiden Chan,Male,4.05
24,F,509,CoE,Damon Carter,Male,3.9
24,F,5917,CCDS,Mia Thomas,Female,4.19
24,F,656,CoB (NBS),Oliver Li,Male,4.01
24,F,2181,CCEB,Nira Nair,Female,4.09
24,F,2687,CoE,Kieran Yip,Male,4.04
24,G,3356,SPMS,Kumar Nair,Male,4.18
24,G,284,CCEB,Meera Nair,Female,4.0
24,G,1187,CCEB,Lucas Zhang,Male,4.12
24,G,5298,SoH,Sylvia Liu,Female,4.03
24,G,5308,NIE,Silas Yang,Male,4.03
24,H,5414,SPMS,Jovian Huang,Male,3.95
24,H,988,EEE,Aaliyah Santos,Female,4.18
24,H,1010,EEE,Vikram Gupta,Male,4.02
24,H,4293,CoB (NBS),Alisha Tan,Female,4.09
24,H,3246,CCDS,Johan Sari,Male,4.03
24,I,1286,EEE,Guo Wei,Male,4.18
24,I,3135,CCEB,Mia Moore,Female,4.0
24,I,5178,CEE,Irfan Khan,Male,4.1
24,I,707,CoE,Monica Yeo,Female,4.05
24,I,5931,CoB (NBS),Jack Murphy,Male,4.03
24,J,1732,CCDS,Owen Prabowo,Male,4.0
24,J,1884,EEE,Althea Reyes,Female,4.12
24,J,1081,CoE,Zhen Li,Male,4.02
24,J,1614,CCEB,Melody Tan,Female,4.06
24,J,400,CoB (NBS),Naina Choudhury,Female,4.05
25,A,242,MAE,Eric Anderson,Male,4.22
25,A,2182,MAE,Nicole Lee,Female,3.9
25,A,1980,EEE,Caleb Murphy,Male,4.11
25,A,3812,CoB (NBS),Zoe Johnson,Female,4.01
25,A,1343,SoH,Devon Tan,Male,4.08
25,B,5305,NIE,William Yip,Male,3.8
25,B,5136,SoH,Liyana Binti Mohd,Female,4.73
25,B,675,CoB (NBS),Zheng Yang,Male,4.02
25,B,2251,SSS,Meera Prasad,Female,4.2
25,B,5065,SSS,Shafika Binti Mohd,Female,4.15
25,C,2647,WKW SCI,Isaac Chen,Male,4.18
25,C,3077,SSS,Disha Sharma,Female,3.91
25,C,2749,EEE,Nishant Kumar,Male,4.1
25,C,4879,CCEB,Akira Fujimoto,Female,4.03
25,C,3778,SPMS,Natsuki Sato,Female,4.15
25,D,698,CCDS,Ronald Tan,Male,3.93
25,D,5497,EEE,Nora Wang,Female,4.23
25,D,2085,CoE,Kareem Shah,Male,4.05
25,D,5920,SPMS,Cathy Li,Female,4.19
25,D,2690,CoB (NBS),Maya Reddy,Female,4.14
25,E,697,EEE,Yannick Dela Cruz,Male,4.17
25,E,4689,ASE,Mira Singh,Female,3.92
25,E,5066,MAE,Jason Lim,Male,4.1
25,E,3804,MAE,Luna Liu,Female,4.03
25,E,5271,CoB (NBS),Dahlia Morales,Female,4.08
25,F,5275,CEE,Min Jie Lim,Male,3.95
25,F,829,CoB (NBS),Lydia Kim,Female,4.22
25,F,194,EEE,Shafeeq Bin Ahmad,Male,4.05
25,F,3190,SPMS,Kira Tan,Female,4.17
25,F,4755,MAE,Aisyah Mohd,Female,4.14
25,G,3052,CEE,Jackson Adams,Male,4.15
25,G,4475,SoH,Sahara Chen,Female,3.92
25,G,3109,SBS,Carl Li,Male,4.09
25,G,1188,SBS,Pooja Iyer,Female,4.03
25,G,1883,CoB (NBS),Sanya Ali,Female,4.12
25,H,5761,MAE,Sanjay Nair,Male,4.01
25,H,1303,SoH,Fiona Wong,Female,4.22
25,H,1094,CoE,Daniel Wu,Male,4.06
25,H,4461,EEE,Katherine Tan,Female,4.17
25,H,1445,MAE,Giovanna Chen,Female,4.1
25,I,4377,CEE,Dante Zhang,Male,4.12
25,I,3958,CCDS,Natalie Ramirez,Female,4.01
25,I,4277,CEE,Ananya Reddy,Female,4.1
25,I,2566,SSS,Lydia White,Female,4.06
25,I,487,CoB (NBS),Adeline Ramirez,Female,4.04
25,J,4300,CoE,Eddie Kwan,Male,4.02
25,J,4935,NIE,Nancy Liu,Female,4.2
25,J,3638,SoH,Yue Ling,Female,4.09
25,J,1062,CEE,Wei Ling,Female,4.05
25,J,2411,CEE,Linda Tan,Female,4.05
26,A,2137,CCDS,Desmond Tan,Male,4.3
26,A,3204,CoB (NBS),Deepa Menon,Female,3.88
26,A,3366,CoE,Mohit Desai,Male,4.1
26,A,5372,SBS,Riya Gupta,Female,4.03
26,A,1540,CoB (NBS),Layla Evans,Female,4.02
26,B,4116,SoH,Yifan,Male,3.85
26,B,5009,CEE,Jianjun,Female,4.2
26,B,15,CCDS,Eric Long,Male,4.22
26,B,301,CCDS,Anita Khanna,Female,3.95
26,B,1817,LKCMedicine,Vera Kuznetsova,Female,4.13
26,C,2574,LKCMedicine,James Zhao,Male,4.27
26,C,1224,SoH,Nora Diaz,Female,3.89
26,C,4997,MAE,Puneet Kumar,Male,4.05
26,C,4490,CCDS,Sophie Chua,Female,4.15
26,C,204,ADM,Elena Leonova,Female,4.12
26,D,5098,ADM,Alia Bin Abd,Male,3.95
26,D,3536,MAE,Hana Chan,Female,4.2
26,D,47,SBS,Yuri Li,Male,4.2
26,D,5094,SBS,Miki Aizawa,Female,4.0
26,D,3557,CCDS,Naomi Chen,Female,4.1
26,E,233,SSS,Ferdinand Villanueva,Male,4.27
26,E,3477,EEE,Jasmine Yeo,Female,3.9
26,E,2409,SPMS,Quentin Chiu,Male,4.06
26,E,1800,MAE,Fariha Binti Mohd,Female,4.15
26,E,372,EEE,Hira Bukhari,Female,4.1
